video,frames,fps,mean_change,p95_change,mean_abrupt,p95_abrupt,high_frequency_ratio
exp/08-agentic-seed1-replication/outputs/cosine/YX_rank0-0-0_regular.mp4,637,24.0,0.01400628633747381,0.026522544212639332,0.0025799082779611464,0.010424959281711686,0.6876861283866462
exp/08-agentic-seed1-replication/outputs/agent_early/YX_rank0-0-0_regular.mp4,637,24.0,0.01490511365363714,0.029045778326690197,0.0026635578746269945,0.011907803758125132,0.6761332811945893
exp/08-agentic-seed1-replication/outputs/agent_late/YX_rank0-0-0_regular.mp4,637,24.0,0.014307262069719943,0.02786700753495097,0.002768177553795568,0.012170305931552624,0.6666156312242973
