video,frames,fps,mean_change,p95_change,mean_abrupt,p95_abrupt,high_frequency_ratio
exp/07-agentic-within-event/outputs/agent_early/YX_rank0-0-0_regular.mp4,637,24.0,0.011947859971712303,0.020065870601683855,0.0018007188506505398,0.0070487892589881085,0.6132577771636991
exp/07-agentic-within-event/outputs/agent_late/YX_rank0-0-0_regular.mp4,637,24.0,0.01236305020272925,0.020903416443616152,0.0020017376393919625,0.008162750690947481,0.6282948366483082
exp/07-agentic-within-event/outputs/agent_mixed/YX_rank0-0-0_regular.mp4,637,24.0,0.012270717731707747,0.02048336574807763,0.0018812768962437744,0.007314116889271342,0.6103754612758607
